s.area	s.perimeter	s.radius.mean	s.radius.sd	s.radius.min	s.radius.max	h.asm.s1	h.con.s1	h.cor.s1	h.var.s1	h.idm.s1	h.sav.s1	h.sva.s1	h.sen.s1	h.ent.s1	h.dva.s1	h.den.s1	h.f12.s1	h.f13.s1	h.asm.s2	h.con.s2	h.cor.s2	h.var.s2	h.idm.s2	h.sav.s2	h.sva.s2	h.sen.s2	h.ent.s2	h.dva.s2	h.den.s2	h.f12.s2	h.f13.s2	m.cx	m.cy	m.majoraxis	m.eccentricity	m.theta	Cir
113	42	6.03028523934379	2.20354591072626	0.909760627359181	9.36655893612243	0.0385714496691871	13.3315217391304	0.546246509652333	15.6902690808129	0.314856796103599	19.8967391304348	394.572370554963	1.21137544730456	1.54130050656963	13.3315217391304	0.853880465498068	0.145963578008043	0.464200037107315	0.0359245152354571	31.0394736842105	0.00419630136720135	16.5851367728532	0.29628554124875	19.9605263157895	384.399375959904	1.16961621136126	1.53004309422975	31.0394736842105	0.983919144272032	0.0905060644537381	0.367442278412061	10.0530973451327	5.28318584070797	19.399495792148	0.891238430758474	-0.082171204685388	0.804988593776976
382	143	13.0159377214674	5.59971834102976	3.7997776174148	25.0354543453373	0.0473193359375	12.29921875	0.56285590221294	15.067693939209	0.341845590146142	18.70234375	350.924059146697	1.18228375752678	1.48608964611482	12.29921875	0.828399837410316	0.146126900157373	0.457007055165218	0.0349525109731214	28.6130268199234	0.0941736879528177	16.7938814756096	0.256233719721933	18.9731800766284	349.770794965674	1.21907362535463	1.5879626368949	28.6130268199234	1.0207147935981	0.0599349586868854	0.305704279559387	43.0261780104712	20.6753926701571	50.7733525537403	0.932702473378747	1.00754726382617	0.234747595221537
147	63	8.15906258796321	4.09765125512798	0.492063492063494	14.5423595650196	0.0453754340277778	12.4458333333333	0.610759813263746	16.98734375	0.333341557620969	19.525	387.814329189277	1.18622175490934	1.50251804014888	12.4458333333333	0.811684433928067	0.181435280954323	0.508958985722771	0.0411385242191037	32.3829787234043	0.0895912744118579	18.7848574015391	0.250900920742158	20.6595744680851	419.348960553995	1.15079414559331	1.50065321060006	32.3829787234043	0.938482932637037	0.0870688219187701	0.357333480051467	66.9251700680272	4.17687074829932	33.4561777555261	0.972098112526878	0.0551595453441007	0.465421133865155
164	76	8.65525022922948	4.22830237522675	1.25559688821945	16.560819245195	0.0737197278911565	13.2742857142857	0.334517189945415	10.9734249433107	0.35181968937263	16.8704761904762	278.517210156739	0.999187770887132	1.25451525810206	13.2742857142857	0.726259374115674	0.146315034605287	0.423869349169702	0.119377162629758	34.3865546218487	-0.119997423960844	16.3511757644234	0.387774162546483	16.2016806722689	260.486496521945	0.92200959969343	1.13797552006929	34.3865546218487	0.795909060342204	0.111865079156423	0.35517013387874	112.463414634146	6.34756097560976	34.4667078766538	0.96107721595422	0.163432767861766	0.356801381709644
67	40	5.34423246361941	2.53151227032309	1.50187382958756	10.0377101472398	0.0592796653402714	11.969696969697	0.416729228918181	11.2608407305377	0.345307570013452	16.8686868686869	277.781726199206	1.09820620870848	1.36411819167071	11.969696969697	0.839484100952256	0.104036951389018	0.372879468458226	0.0654372397382511	21.0243902439024	-0.0275629470256429	11.2302201070791	0.260461080293744	17.609756097561	296.004915504769	0.993245473475215	1.30521699167544	21.0243902439024	0.886737849337333	0.10712994272938	0.37060221335747	240.089552238806	2.71641791044776	20.4795720482326	0.971470353503314	0.153659365570959	0.52621676947629
172	71	8.16669940584681	3.85078278472938	0.78570848906935	14.240801818063	0.0521006237110809	11.936170212766	0.686930812980136	20.0631507469443	0.356515342723102	19.2127659574468	388.41022111785	1.21016091420823	1.49689919559884	11.936170212766	0.809696908983944	0.202081813816589	0.534538335378158	0.0498599822416502	31.3140495867769	0.28881439592836	23.0153848780821	0.274416227561218	19.2809917355372	382.733553315467	1.22590759311583	1.52485972808132	31.3140495867769	1.01033285191798	0.0679119420475545	0.318826820461278	259.656976744186	9.25	30.362140909732	0.925421754251028	-0.362853478700455	0.42876725762146
106	51	5.8698913711671	2.23055225722356	0.610682804015577	10.1720682608212	0.0520204889574259	12.2342342342342	0.629181825387931	17.4962710458206	0.344982928385154	18.4744744744745	352.850799304948	1.17996813992129	1.46545021460475	12.2342342342342	0.811266604321376	0.187700175676109	0.511673565451103	0.0418701171875	36	0.131876412961567	21.734375	0.255437128150276	19.75	391.309436666848	1.19273897724	1.493085789902	36	0.961191051743517	0.143878661134261	0.454574264723122	307.339622641509	8.5377358490566	19.1836847344907	0.838470909401152	1.26460166907396	0.51212429262671
31	18	2.75037068567855	0.718128125713192	1.50102845401181	4.32406416050889	0.0494444444444444	12.6555555555556	0.570414729356251	15.7299691358025	0.297660728601905	18.5888888888889	350.533921174815	1.14556351248313	1.46522783012256	12.6555555555556	0.840386899883304	0.181253256231939	0.503253961392347	0.0601851851851852	39.5555555555556	0.00866336633663202	20.9506172839506	0.195941726960378	20.4444444444444	418.002328775232	1.00851340950337	1.25937173922336	39.5555555555556	0.916368545855481	0.104349872984592	0.359814853148638	344.806451612903	2.64516129032258	8.16306287769234	0.77865366883923	-0.171040716815434	1.20233792915165
38	21	3.13283758522318	0.799276800515328	1.62533792055961	4.77830509139857	0.0656887755102041	11.0625	0.422904896666589	10.584642059949	0.361516557766558	16.5982142857143	268.840810708329	1.05586110260416	1.30587605560211	11.0625	0.80276205668702	0.112739416467598	0.380074422236042	0.0588842975206611	36.3181818181818	-0.208483723488364	16.0263429752066	0.213584440440841	17.5909090909091	298.922793070158	1.00369705912045	1.26367750992116	36.3181818181818	0.966001433082677	0.0703857589122049	0.296761693428652	370.131578947368	3.55263157894737	9.38694273962316	0.814425196620052	0.525495895957833	1.08281651552301
104	42	6.00676069779988	1.96422206560126	1.5549277968815	9.80955270453444	0.0370395851428866	13.3020527859238	0.712540690582086	24.1372795211599	0.330435378253215	21.5014662756598	488.020145099748	1.28332887873247	1.56626972967514	13.3020527859238	0.839730659469236	0.231265943647312	0.57972002916831	0.0259523279126754	35.9850746268657	0.231363648259308	24.4083871686344	0.184550978904346	23.5671641791045	554.329877433648	1.28081402063359	1.6519778969593	35.9850746268657	1.03711976618636	0.122688356048949	0.44068534561113	426.153846153846	5.43269230769231	18.2589584278292	0.841081296927214	0.725893819628418	0.74087445798943
