s.area	m.eccentricity	s.radius.sd	h.sva.s2	h.idm.s1	h.sen.s1	m.majoraxis
273	0.646762275947882	3.71687699540896	469.926240353059	0.369320248880159	1.07508729382012	34.6470282375
33	0.775033730161596	0.700690481972168	504.003767601398	0.33180974042102	1.04818161441283	8.30431245018294
64	0.950869559374836	2.49221240836114	394.347046979262	0.417961713433061	0.919746857114675	18.8763561796553
35	0.756781149584025	0.550699446046327	418.703171581189	0.328887428779356	0.998729765418034	8.25132087180758
53	0.877066829713343	1.47686184426876	343.7585776027	0.377438036556003	0.922643998870343	13.629389330676
51	0.91886517433645	1.53700009803136	463.987452717721	0.377528534440646	0.993981225282389	13.4321015309318
80	0.947447771845912	2.94343761254317	292.978982991791	0.46060045408383	0.81440603858248	24.0548505498677
145	0.941446443043342	3.24286694913937	831.624292537967	0.292144724195415	1.31875670402735	26.4578192240538
45	0.742116842489665	0.640854397625495	571.649925672818	0.312826808403596	1.07494125836713	9.32219310370494
31	0.884443934004251	1.00207482586896	259.698661106943	0.378147131088308	0.708144800060921	9.54376969425786
63	0.779073839750695	1.79243590190983	414.350165169669	0.420856018252001	0.941016516288641	14.9321847219275
88	0.869338602677574	2.13853595092325	724.209344855767	0.338324320418805	1.20921938658157	17.0037715207487
119	0.862514102383759	1.99623017042883	747.649344102316	0.29357999292615	1.25590721514796	18.7968603020366
68	0.922655279606622	1.69011338556937	497.609530599647	0.361435028219586	1.01481854737566	15.4619280047911
69	0.946562125929967	1.96687076670489	384.82896213752	0.338229234112975	0.981051763970694	17.0772822482712
86	0.957256077855596	2.8290490569034	403.401613866729	0.40023092573065	0.975694552594832	23.8676204676321
62	0.844472568753665	1.61223254905418	368.778833772649	0.421610960754183	0.870979165314867	14.1076822555183
63	0.946546691223128	2.11872811300963	378.295169991057	0.409297718822124	0.833891262831382	17.7712586338639
49	0.72798364276316	0.785687858691548	468.30063570596	0.313577740263537	1.07728339352282	9.81612619826573
41	0.924302349679433	1.46871603245088	351.481369455751	0.411594664626339	0.892774516097567	12.8586578700623
50	0.755118376769887	1.10203600234979	413.529406148795	0.392842954886298	0.923321763402864	10.9596231191714
53	0.583124264388232	0.991753308110987	432.257504254504	0.362107409320933	0.967955457624549	10.0296752158883
79	0.961153125192656	2.7432738343916	425.381492739436	0.392261665562891	1.02362351960048	22.1064450505784
53	0.952439158023387	2.0158418151789	304.003673293345	0.415674125016685	0.883779941096866	17.1196030724435
64	0.846816621420273	1.28544031659347	461.581072930084	0.361981995989813	1.06939559725888	13.1772141824866
45	0.97638822739779	2.3004933070327	216.806804784904	0.541759406465289	0.617695606243443	18.5697672627433
40	0.5732776337178	0.630228778831438	444.792327471218	0.371216527953764	1.01671241784761	8.17984551618331
39	0.746410192030948	0.713396163845486	492.293008482298	0.352795922295458	0.979872452110675	8.85290369597308
65	0.924825634514757	1.95036241378258	413.593150841167	0.380538044038762	0.959146246161	16.8635677691024
267	0.979176386564449	6.93103901252022	472.841550407282	0.350624476009415	1.08110413130397	54.5533624504889
50	0.860353563622353	1.13718170339363	435.772359713021	0.372240997205129	1.00766355049739	11.4930589271064
