s.area	m.eccentricity	s.radius.sd	h.sva.s2	h.idm.s1	h.sen.s1	m.majoraxis
140	0.988767816950192	5.80715226165824	266.301848442889	0.469947535130781	0.883060197962311	50.1837959107267
82	0.992827793715111	4.15150898520882	197.251549486924	0.475554119418217	0.780951210571928	31.9508141206752
619	0.950789270521275	13.9876863798189	310.472826816725	0.405040718041526	0.964976379237804	106.881090622664
952	0.884270108002158	13.2322196661639	351.418699154987	0.380273591625265	1.06945370932001	111.265043749322
134	0.977401507147098	4.4225921837898	317.891426026925	0.3642655648538	0.970458718889165	35.3390630213115
63	0.84269309677616	1.75833181159527	346.320294221755	0.339692612467482	1.00761081297837	14.1242688498138
63968	0.739477524218097	115.647827769985	326.416885882551	0.394799269268473	1.05346435828201	919.920117918875
77	0.984604056810149	3.40015056910262	263.452510957275	0.425782481107695	0.89027631648352	26.5661860077768
74	0.990712332750629	3.48483236386739	221.774448933209	0.453078771710783	0.821559925831504	27.9764217478784
53	0.681540381115031	0.752797356444576	451.339268502359	0.371330417454985	1.08356558910932	9.92559411069333
268	0.991368610286679	9.62590082229789	280.160155444297	0.443588103974472	0.945661226692956	74.4992188601295
47	0.972434018789281	2.04821936153152	239.290042492127	0.456620936032701	0.731535507006614	16.9968655943225
74	0.821389590264128	1.43465093979097	196.364110923126	0.482037189096013	0.713721504558382	16.7400282838671
84	0.727993035559564	0.752931714486075	730.400926924545	0.294975938071913	1.24475359335197	12.479066328677
176	0.995131772994338	6.92785625936284	340.845266401023	0.382644182644183	0.951128483465893	57.5412998005471
50	0.973491809310749	2.5114119521462	198.026566518355	0.573742047426258	0.605818046706539	21.4264677578098
131	0.991917051164367	5.10585893049574	238.705452739143	0.452137906113667	0.764510273127965	40.817730538405
310	0.994517717389111	12.3552783332945	247.953053212838	0.473962606458323	0.880130755680179	90.3321984817511
42	0.884781382445623	1.11494326239609	360.074782215757	0.375702349301238	0.996389871220609	10.9360506699492
1325	0.992127693839624	28.3423985540945	308.541798936181	0.391949829189292	1.01641657946475	249.472023489979
97	0.991624586290489	4.14063038030468	244.992502160739	0.444374254110563	0.836225534041109	33.7196236443148
78	0.984785673277782	3.5152897833485	248.288667264743	0.450707677781914	0.881855978580632	28.9306839063199
64	0.672225059517109	0.829466976556064	434.312296086395	0.341780886351022	1.1280526057816	10.8945090250057
52	0.992425791450945	2.93200997105135	162.589482866972	0.548681318681319	0.538670905917039	23.7997549130807
32	0.734126166062715	0.561277623825405	276.748445100946	0.38646524590797	0.966813843343813	7.83692297033059
114	0.984258812957023	4.42197269014223	255.297827863503	0.423080786865953	0.897913840446122	34.7430962792498
195	0.987760181873066	8.30835626234877	205.345017329617	0.490202597847533	0.712191421470516	69.8618973776759
54	0.992228340010675	3.23966704363704	166.758195058841	0.626923076923077	0.534798215338909	25.3501834523388
101	0.990888511368008	5.12083144526089	188.035516660779	0.547779296116892	0.68168052246822	39.9215762450904
247	0.972010679053789	7.77425573922501	343.006562999194	0.446939729512572	0.987271463504312	66.6895324151505
76	0.968344539532308	2.7786049412341	264.853611069471	0.436643791511048	0.904425833143483	23.9400450440365
113	0.982211582944614	4.18720640969373	390.484893809011	0.446606722517894	1.00817947595372	33.3918731335376
240	0.935362639130961	6.88539946016907	268.596262907097	0.451287520552226	0.937932945095205	58.5466224168453
55	0.927559922213559	2.04945084454866	200.598697452832	0.521297749869179	0.633161149853332	17.7659521121443
55	0.934330139887783	1.61186939155486	303.416409477073	0.397926321317325	0.947268038631358	14.2647684205557
50	0.992618329763607	3.05281682087411	156.256060685601	0.642640823743186	0.498870473285412	24.621775446624
