s.area	m.eccentricity	s.radius.sd	h.sva.s2	h.idm.s1	h.sen.s1	m.majoraxis
51	0.966941903727562	1.91477015636672	184.96185989023	0.423473300289909	0.886848343274357	16.1991108513271
32	0.917828989297946	1.21718936959625	204.036685199232	0.376189229037874	0.8930891151059	10.8160089542324
79	0.973234656632252	2.70722890336281	234.300436012272	0.347773548849589	0.994871958271513	21.867270732819
191	0.987879212221897	6.02867526927609	272.22427015177	0.38891434242347	1.04895567492933	47.3453409990813
278	0.968604315421783	5.49540341252161	404.077930296343	0.317015348254103	1.21341162589849	45.6278094326739
11941	0.914249731486326	44.6904950142237	391.4733945482	0.350977407134148	1.23431897389815	343.463588137348
129	0.950700556140446	4.01898569076276	226.155856856414	0.422985938690453	0.994023790124785	30.2664385509775
346	0.97875202217972	7.27631768627481	346.450986237843	0.370669795811909	1.1769397302392	59.2729014791249
302	0.993410118539637	9.29025182400133	289.55762354022	0.395071937273309	1.0992124138556	76.3035595979323
48	0.943520748651805	1.51641735691642	220.692377126245	0.373423542320601	0.973743325418207	13.950273839508
389	0.975849136842513	8.44560624321449	293.153759773279	0.365720044025926	1.07887088156479	64.9781996256186
95	0.967063129211575	3.07858805373034	215.859098848273	0.440341284692614	0.908610548190188	25.0287649101686
818	0.973173552291448	14.0739838482812	340.821596604364	0.351567715324831	1.18589775374498	106.897324439099
265	0.969591751800017	5.25161491797733	401.418150722159	0.341347737549683	1.23599008231709	43.58299744144
44021	0.96198119212594	112.545776513213	445.667405265848	0.341956780177145	1.28404536179634	787.90831673698
32	0.932061450006531	1.22954232257046	157.012969595318	0.429877826710406	0.819490343271236	10.9032110802947
1413	0.989983909702298	23.4173757592418	332.06820968945	0.360716198075947	1.18348631389526	178.709167858398
718	0.992180238030317	16.190540865488	250.530837583937	0.390898925433122	1.05382003589113	130.907112863911
24569	0.984082770613768	92.5821372889244	423.094107293088	0.345732297081697	1.26553071874528	728.420175999791
46	0.464590752535227	0.836089642525092	363.185874220178	0.369057164969574	1.14989456714271	8.82781175860698
4376	0.983478976631682	36.8688610848851	376.099807489374	0.35318348458289	1.22399081346615	259.224268020784
182	0.944470792768157	3.82698101678859	450.850773987002	0.341833431235553	1.26678459917984	31.3244188502357
3909	0.959632046918303	22.7211842412721	333.044617240594	0.370252690625689	1.17389415581834	219.826499152799
211	0.975234969251004	5.0772123786703	369.790490101713	0.343691151078987	1.17120492749713	40.0288199639327
92	0.96116118348484	2.83209023729762	324.67177666648	0.372282188863071	1.0619544059743	22.6820695708697
116	0.89628742890251	2.16580720657697	336.828037454754	0.341627649211073	1.12659787597683	19.5631080709185
105	0.768014188396432	1.87128668553115	203.803547672649	0.380501991269255	0.961073839218332	19.751416266009
5132	0.977199231489599	40.0500623500685	381.659022086285	0.354938261914519	1.22680039953755	308.681085036652
145	0.917427372728179	3.07121540407004	404.560537669141	0.355694220593255	1.21935332778466	26.2668915776942
360	0.987732698383322	8.78360659137145	365.445627002417	0.356602888735729	1.21033585417874	63.2082929763441
4821	0.940077048858905	28.197652849104	525.974693439438	0.32712389938931	1.34501156584216	236.204831127573
525	0.992887352165407	12.2949005688617	305.907331272889	0.355866834103138	1.11645427013181	99.7013367142648
873	0.899261878550787	9.68773616203895	427.543659047877	0.333763996067228	1.25693402722102	75.7598719948369
62	0.752734957552398	1.34828049078513	398.448774070232	0.361984632855221	1.20541500571868	12.6762263463184
122	0.494368431987807	0.521289294194229	317.340361766789	0.351120414598302	1.11407794607647	14.1637600536083
130	0.940334350728045	3.22265233227681	437.338701435599	0.325696595505994	1.29400928562733	24.958041446435
